creature_id	species_name	base_form	primary_trait	secondary_trait	biome	danger_band	ecology_role	candidate_draws	selection_score	generation_law	visual_spec	visual_status
WR01260	Ashanaradalenluthen1260	ash otter	unibreccianated	verdant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-unibreccianated-diamond breakland	procedural_visual_spec_v1
WR01261	Aerfiraianaelael1261	ribbon serpent	horrific	beautiful	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-horrific-black-heart ridge	procedural_visual_spec_v1
WR01262	Aerfiraianiel1262	mirror lynx	diamond-scarred	glyph-touched	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-diamond-scarred-ash river	procedural_visual_spec_v1
WR01263	Aeranororcharden1263	fern mantis	verdant	sanitized	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-verdant-morrow market	procedural_visual_spec_v1
WR01264	Aerdalenquartziel1264	marrow crane	beautiful	gross	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-beautiful-root vale	procedural_visual_spec_v1
WR01265	Aerfiraamarlarkiven1265	quartz ram	glyph-touched	resonant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-glyph-touched-ripper tunnel	procedural_visual_spec_v1
WR01266	Aerdalenmiredria1266	song beetle	sanitized	chaotic	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-sanitized-cello field	procedural_visual_spec_v1
WR01267	Caelcoriaaelaen1267	moth-deer	gross	weird	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-gross-blue-light road	procedural_visual_spec_v1
WR01268	Ashagalendria1268	root hound	resonant	unbrictionable	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-resonant-xeth glyph yard	procedural_visual_spec_v1
WR01269	Aeranororchardion1269	glass heron	chaotic	elegant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-chaotic-stone fen	procedural_visual_spec_v1
WR01270	Aerfiragroveelle1270	basalt hare	weird	cello-woken	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-weird-pocket sanctuary	procedural_visual_spec_v1
WR01271	Aeranorforgedion1271	orchard eel	unbrictionable	unibreccianated	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-unbrictionable-glass orchard	procedural_visual_spec_v1
WR01272	Aerindraorchardelle1272	lantern fox	elegant	horrific	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-elegant-neith edge	procedural_visual_spec_v1
WR01273	Brenkelanjoraion1273	cinder elk	cello-woken	diamond-scarred	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-cello-woken-willow-stone county	procedural_visual_spec_v1
WR01274	Aeranorcoriaashdion1274	moss bear	unibreccianated	verdant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-unibreccianated-last open gate	procedural_visual_spec_v1
WR01275	Ashaavelindraluthen1275	willow crab	horrific	beautiful	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-horrific-diamond breakland	procedural_visual_spec_v1
WR01276	Ashanarafendion1276	stonefin bird	diamond-scarred	glyph-touched	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-diamond-scarred-black-heart ridge	procedural_visual_spec_v1
WR01277	Ashaavelmireaen1277	thorn whale	verdant	sanitized	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-verdant-ash river	procedural_visual_spec_v1
WR01278	Aeranormireiven1278	ash otter	beautiful	gross	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-beautiful-morrow market	procedural_visual_spec_v1
WR01279	Aeranoremberdion1279	ribbon serpent	glyph-touched	resonant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-glyph-touched-root vale	procedural_visual_spec_v1
WR01280	Ashagalendalenavel1280	mirror lynx	sanitized	chaotic	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-sanitized-ripper tunnel	procedural_visual_spec_v1
WR01281	Aerdalencoriaarel1281	fern mantis	gross	weird	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-gross-cello field	procedural_visual_spec_v1
WR01282	Aerdalenbellaria1282	marrow crane	resonant	unbrictionable	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-resonant-blue-light road	procedural_visual_spec_v1
WR01283	Ashajorafenelle1283	quartz ram	chaotic	elegant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-chaotic-xeth glyph yard	procedural_visual_spec_v1
WR01284	Caelcoriaendaraen1284	song beetle	weird	cello-woken	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-weird-stone fen	procedural_visual_spec_v1
WR01285	Aeranorianbellarel1285	moth-deer	unbrictionable	unibreccianated	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-unbrictionable-pocket sanctuary	procedural_visual_spec_v1
WR01286	Aerfiraiandion1286	root hound	elegant	horrific	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-elegant-glass orchard	procedural_visual_spec_v1
WR01287	Brenkelanarel1287	glass heron	cello-woken	diamond-scarred	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-cello-woken-neith edge	procedural_visual_spec_v1
WR01288	Aermaelorgrovedion1288	basalt hare	unibreccianated	verdant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-unibreccianated-willow-stone county	procedural_visual_spec_v1
WR01289	Aermaelormirearel1289	orchard eel	horrific	beautiful	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-horrific-last open gate	procedural_visual_spec_v1
WR01290	Ashagalenmaelorael1290	lantern fox	diamond-scarred	glyph-touched	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-diamond-scarred-diamond breakland	procedural_visual_spec_v1
WR01291	Aeranorluthkelanel1291	cinder elk	verdant	sanitized	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-verdant-black-heart ridge	procedural_visual_spec_v1
WR01292	Aerdalenamarkelanen1292	moss bear	beautiful	gross	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-beautiful-ash river	procedural_visual_spec_v1
WR01293	Ashanarafiracoriaen1293	willow crab	glyph-touched	resonant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-glyph-touched-morrow market	procedural_visual_spec_v1
WR01294	Aerdalenluthendaren1294	stonefin bird	sanitized	chaotic	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-sanitized-root vale	procedural_visual_spec_v1
WR01295	Aerindracorialarken1295	thorn whale	gross	weird	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-gross-ripper tunnel	procedural_visual_spec_v1
WR01296	Aeranorevarabelliel1296	ash otter	resonant	unbrictionable	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-resonant-cello field	procedural_visual_spec_v1
WR01297	Aeranorquartzael1297	ribbon serpent	chaotic	elegant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-chaotic-blue-light road	procedural_visual_spec_v1
WR01298	Aeranorluthcinderel1298	mirror lynx	weird	cello-woken	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-weird-xeth glyph yard	procedural_visual_spec_v1
WR01299	Aermaelorianel1299	fern mantis	unbrictionable	unibreccianated	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-unbrictionable-stone fen	procedural_visual_spec_v1
WR01300	Aerdalenlarkelle1300	marrow crane	elegant	horrific	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-elegant-pocket sanctuary	procedural_visual_spec_v1
WR01301	Ashaaveldalenianiel1301	quartz ram	cello-woken	diamond-scarred	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-cello-woken-glass orchard	procedural_visual_spec_v1
WR01302	Ashanaramarrowavel1302	song beetle	unibreccianated	verdant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-unibreccianated-neith edge	procedural_visual_spec_v1
WR01303	Aerdalencrownelle1303	moth-deer	horrific	beautiful	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-horrific-willow-stone county	procedural_visual_spec_v1
WR01304	Aerfiraamarmosselle1304	root hound	diamond-scarred	glyph-touched	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-diamond-scarred-last open gate	procedural_visual_spec_v1
WR01305	Aerindraamariven1305	glass heron	verdant	sanitized	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-verdant-diamond breakland	procedural_visual_spec_v1
WR01306	Aeranoramarhalorel1306	basalt hare	beautiful	gross	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-beautiful-black-heart ridge	procedural_visual_spec_v1
WR01307	Ashanaramaeloravel1307	orchard eel	glyph-touched	resonant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-glyph-touched-ash river	procedural_visual_spec_v1
WR01308	Aermaelorcoriaiven1308	lantern fox	sanitized	chaotic	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-sanitized-morrow market	procedural_visual_spec_v1
WR01309	Aermaelorianbrinen1309	cinder elk	gross	weird	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-gross-root vale	procedural_visual_spec_v1
WR01310	Aerfiraashelle1310	moss bear	resonant	unbrictionable	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-resonant-ripper tunnel	procedural_visual_spec_v1
WR01311	Aerfirariverarel1311	willow crab	chaotic	elegant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-chaotic-cello field	procedural_visual_spec_v1
WR01312	Aeranoramarel1312	stonefin bird	weird	cello-woken	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-weird-blue-light road	procedural_visual_spec_v1
WR01313	Aerindraamaraelael1313	thorn whale	unbrictionable	unibreccianated	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-unbrictionable-xeth glyph yard	procedural_visual_spec_v1
WR01314	Aeranorianhaloravel1314	ash otter	elegant	horrific	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-elegant-stone fen	procedural_visual_spec_v1
WR01315	Aermaelorglassiel1315	ribbon serpent	cello-woken	diamond-scarred	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-cello-woken-pocket sanctuary	procedural_visual_spec_v1
WR01316	Aerindraluthivyiven1316	mirror lynx	unibreccianated	verdant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-unibreccianated-glass orchard	procedural_visual_spec_v1
WR01317	Aerfiraianemberarel1317	fern mantis	horrific	beautiful	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-horrific-neith edge	procedural_visual_spec_v1
WR01318	Aerdalenmosselle1318	marrow crane	diamond-scarred	glyph-touched	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-diamond-scarred-willow-stone county	procedural_visual_spec_v1
WR01319	Aeranorluthbriniel1319	quartz ram	verdant	sanitized	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-verdant-last open gate	procedural_visual_spec_v1
WR01320	Aermaelorcrowniven1320	song beetle	beautiful	gross	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-beautiful-diamond breakland	procedural_visual_spec_v1
WR01321	Aeranorluthaelaria1321	moth-deer	glyph-touched	resonant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-glyph-touched-black-heart ridge	procedural_visual_spec_v1
WR01322	Aerfiraevarahaloren1322	root hound	sanitized	chaotic	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-sanitized-ash river	procedural_visual_spec_v1
WR01323	Aerdalencinderen1323	glass heron	gross	weird	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-gross-morrow market	procedural_visual_spec_v1
WR01324	Aerindraamarbrinen1324	basalt hare	resonant	unbrictionable	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-resonant-root vale	procedural_visual_spec_v1
WR01325	Aerdalencorialarken1325	orchard eel	chaotic	elegant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-chaotic-ripper tunnel	procedural_visual_spec_v1
WR01326	Aerfiraianbrindion1326	lantern fox	weird	cello-woken	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-weird-cello field	procedural_visual_spec_v1
