serial	creature_id	species_name	biome	scene_link_rule	status
MAP-CREATURE-38b27bdd3df5	WR00947		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-60f4e0e19264	WR00948		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-201cd09cad89	WR00949		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ab311145b3a9	WR00950		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7a54277da684	WR00951		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-dec7b5bac6eb	WR00952		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1ed139138054	WR00953		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ff8c6454f4a2	WR00954		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-75e36df4f6d7	WR00955		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8925bc0adfbc	WR00956		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-22747225e7cb	WR00957		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3b190b63d7e2	WR00958		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-290dae21e42e	WR00959		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-669d5671a82c	WR00960		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-80d1315ff740	WR00961		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9c1badf20750	WR00962		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bfe1f1bafcc4	WR00963		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-39cfdd656d58	WR00964		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ee037b31969f	WR00965		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c5a5c40789c5	WR00966		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-96ece7724650	WR00967		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b7da588dc156	WR00968		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-40008e5c8f24	WR00969		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-073ed3dda54d	WR00970		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8f0ccb213c0b	WR00971		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1b2b2a0e8ce1	WR00972		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ddade5109a88	WR00973		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ab41d6881cdb	WR00974		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-81cdfe1268bf	WR00975		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-fe1e7ea1acb3	WR00976		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9ef03287106e	WR00977		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-18fae670389f	WR00978		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-555f864eb129	WR00979		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e69f71f3214d	WR00980		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1e6a7517f3b7	WR00981		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-40b93223c2e5	WR00982		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-103ea416518a	WR00983		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9cef676ec6c8	WR00984		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3a87d2df34d2	WR00985		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0b95080653c9	WR00986		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a4166ad291aa	WR00987		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b21658b98944	WR00988		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-80923ab01570	WR00989		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ab0ddd577706	WR00990		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d63c338ef131	WR00991		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6b6dcf4af5c6	WR00992		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-571749977f08	WR00993		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d8859ff034e6	WR00994		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1bc94ef4f3ec	WR00995		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0573827434fa	WR00996		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-17b688a95d19	WR00997		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0626e28beecb	WR00998		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1043c35f1ca2	WR00999		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8afe0ea41c6f	WR01000		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-46d949d2ed09	WR01001		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e866bdecff65	WR01002		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a7f24aefdbec	WR01003		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f926cc38adf1	WR01004		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-82dceec3c5b4	WR01005		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-09b75c5ce8ce	WR01006		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a34c424154c2	WR01007		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-99a2f033d4b3	WR01008		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bd9b5e5475f9	WR01009		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f1f5883b4bb6	WR01010		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-dd0fab1d355d	WR01011		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b70e9e3cb276	WR01012		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1c9209c6f98f	WR01013		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0246b95309c4	WR01014		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bfe38e6435ac	WR01015		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-46c07c8c9772	WR01016		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0f239b075e84	WR01017		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-562954227464	WR01018		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e306052a8c5e	WR01019		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-06caa3c62ce0	WR01020		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a12c810c6198	WR01021		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1d2e2c7db017	WR01022		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-575a76d5215f	WR01023		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bf95859b96c5	WR01024		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9297bccc3de3	WR01025		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bb95ffb0eb75	WR01026		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-97804271f112	WR01027		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0be81455b5b8	WR01028		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b3816b10e4cc	WR01029		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ae5cdc171f84	WR01030		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a2004571a655	WR01031		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d0a7c08f70b8	WR01032		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-139f85befe49	WR01033		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5fe82a74d6d9	WR01034		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a9216b3bcf83	WR01035		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-581d174f3e0c	WR01036		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-50895d7b44db	WR01037		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-68523ff132e7	WR01038		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-79f5f9a2d435	WR01039		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-dd0a4ff17b6f	WR01040		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0d12a11a1a5f	WR01041		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-07819442570b	WR01042		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-799a192b213d	WR01043		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1eab688562b6	WR01044		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-28a4937e4617	WR01045		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a27e683d0a02	WR01046		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c620c9f997b6	WR01047		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5d45bcb73150	WR01048		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7bc53783b643	WR01049		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4f7a8783e67e	WR01050		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-af96aea881d5	WR01051		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-94c669c4f5bc	WR01052		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-081dd12d8fa7	WR01053		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-179b8c5ebd48	WR01054		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8723fba94301	WR01055		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-303bb849d94d	WR01056		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9154bd7ba986	WR01057		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-728737b73721	WR01058		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-07f2a801c1ad	WR01059		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f3a12de6026b	WR01060		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b1117befa182	WR01061		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-41192b553276	WR01062		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e3070ec6f112	WR01063		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6fe4af5035d7	WR01064		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-da7acf32113a	WR01065		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-459dd57cc3f7	WR01066		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c2099294fe65	WR01067		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d4c029a6c554	WR01068		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8712496c0b3e	WR01069		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bf5c17d4f1a7	WR01070		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2cc1ef793b8e	WR01071		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-af536691ea27	WR01072		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4c84441bb05d	WR01073		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-45a8123e23a0	WR01074		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-33f8047b40f2	WR01075		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-497896752ef0	WR01076		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5565ce700478	WR01077		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c9a686d84d7f	WR01078		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3945ea622f6e	WR01079		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-fe3035967789	WR01080		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-399efd3482ae	WR01081		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-81ccfe24d44c	WR01082		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-81017168a064	WR01083		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9f922909afb7	WR01084		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9a1130ded5fd	WR01085		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2e65f488353f	WR01086		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-066f8e6c2df2	WR01087		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ef9d48b212c7	WR01088		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6108cecba85a	WR01089		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-00002e62a33c	WR01090		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-78bb2da46779	WR01091		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b2cd31911b82	WR01092		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-80d2c1c567db	WR01093		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-459463bbf35e	WR01094		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e5c5b94cda1f	WR01095		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1b5e6f18b6d1	WR01096		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4276ab8865c7	WR01097		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-86f45321682e	WR01098		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e6d5e9549e55	WR01099		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-aad221d6ca84	WR01100		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
