serial	scene_id	book_num	event_beat_id	character_link	creature_link	quest_link	location_link	world_link	layers	status
MAP-SCENE-ca49fb5aa940	B02_R0097	B02	EB-RW-00619			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00619: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-d72ced6377ae	B02_R0098	B02	EB-RW-00620	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00620: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-10b27a1ab273	B02_R0099	B02	EB-RW-00621			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00621: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-23c21d0fe199	B02_R0100	B02	EB-RW-00622			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00622: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-5ea7f54fcc8d	B02_R0101	B02	EB-RW-00623			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00623: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-855cb92da0e2	B02_R0102	B02	EB-RW-00624			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00624: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-afd2923c6148	B02_R0103	B02	EB-RW-00625			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00625: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-e35c5d50139f	B02_R0104	B02	EB-RW-00626			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00626: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-3d8c54e8ba34	B02_R0105	B02	EB-RW-00627			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00627: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-4dfc22a0c4d7	B02_R0106	B02	EB-RW-00628			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00628: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-5914a02a5449	B02_R0107	B02	EB-RW-00629	wowas::mack_willow_father		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00629: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-b78c3ecef3bc	B02_R0108	B02	EB-RW-00630	wowas::xethrolund_papi		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00630: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-7943d944f899	B02_R0109	B02	EB-RW-00631			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00631: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-0897ef095f6b	B02_R0110	B02	EB-RW-00632			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00632: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-fe5ad2f8e3fc	B02_R0111	B02	EB-RW-00633			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00633: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-80171fbe5d86	B02_R0112	B02	EB-RW-00634			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00634: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-56ad18bcf653	B02_R0113	B02	EB-RW-00635			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00635: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-7ed9af2a1e41	B02_R0114	B02	EB-RW-00636			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00636: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b5ea59525149	B02_R0115	B02	EB-RW-00637			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00637: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-8a23f9b3aa46	B02_R0116	B02	EB-RW-00638			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00638: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-504cc0a7a914	B02_R0117	B02	EB-RW-00639			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00639: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-c6fc8d89d3e9	B02_R0118	B02	EB-RW-00640			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00640: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-b7ae3831d78b	B02_R0119	B02	EB-RW-00641			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00641: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-8eab7210d0ae	B02_R0120	B02	EB-RW-00642	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00642: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-3c6baa116ac4	B02_R0121	B02	EB-RW-00643			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00643: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-6a8bffecfb1e	B02_R0122	B02	EB-RW-00644			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00644: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-250d714d2f22	B02_R0123	B02	EB-RW-00645			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00645: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-c554e22250c4	B02_R0124	B02	EB-RW-00646			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00646: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-3eb58a8ff835	B02_R0125	B02	EB-RW-00647	wowas::mack_willow_father		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00647: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-148c3a50daa1	B02_R0126	B02	EB-RW-00648			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00648: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-14f0cf3649de	B02_R0127	B02	EB-RW-00649			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00649: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-738cc2a6cbc8	B02_R0128	B02	EB-RW-00650			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00650: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-67d81ae20c30	B02_R0129	B02	EB-RW-00651			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00651: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-894103b50a4f	B02_R0130	B02	EB-RW-00652			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00652: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-5b63ddc7df3b	B02_R0131	B02	EB-RW-00653	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00653: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-345ac113a142	B02_R0132	B02	EB-RW-00654			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00654: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-e395fe67ec64	B02_R0133	B02	EB-RW-00655			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00655: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-2d8169f62644	B02_R0134	B02	EB-RW-00656			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00656: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-99d1fe8d011c	B02_R0135	B02	EB-RW-00657			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00657: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-699b30e27edb	B02_R0136	B02	EB-RW-00658			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00658: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-4bd72c687117	B02_R0137	B02	EB-RW-00659			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00659: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-0329b7baf8d3	B02_R0138	B02	EB-RW-00660			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00660: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-d1c2c2b8fc80	B02_R0139	B02	EB-RW-00661			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00661: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-24d305f330f0	B02_R0140	B02	EB-RW-00662	wowas::mack_willow_father		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00662: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
