canonical_character_id	character_id	name	world_role	functional_role	book_anchor	region	house_pressure	background_function	timeline_phases	assigned_scene_count	assigned_scene_ids	relationship_layers	world_state_policy	provenance_status
VAR-CANON-dd85e686eddc	WC00984	Aerdalencoriabellel984	background_actor	threshold mason	B27	xeth glyph yard	Pip-no-path	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B27_OP0001|B27_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-3a387966c10b	WC00985	Ashaavelgroveen985	background_actor	bookbinder	B28	stone fen	Mack-ground	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B28_OP0001|B28_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-7f1b7342f056	WC00986	Brenbrinnaraanoren986	background_actor	bridge keeper	B29	pocket sanctuary	Dervish-glass	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B29_OP0001|B29_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-20cd7baab664	WC00987	Aerfiraianaelavel987	background_actor	market singer	B30	glass orchard	Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B30_OP0001|B30_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-9a02a994f74a	WC00988	Aeranorlarkavel988	supporting_actor	glass forge worker	B31	neith edge	Null-Heart	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B31_OP0001|B31_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-b5bb27b065fa	WC00989	Aeranorluthbrinelle989	background_actor	ripper survivor	B32	willow-stone county	Iron-Song	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B32_OP0001|B32_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-157931304617	WC00990	Aerdalenluthendarel990	background_actor	map seller	B33	last open gate	Wren-Ash	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B33_OP0001|B33_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-be6ea1a47bd6	WC00991	Ashajorafiraamarael991	background_actor	cellar cook	B01	diamond breakland	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B01_C005|B01_C006|B01_C007|B01_C008	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-f33005e8e508	WC00992	Aerfiraianaelen992	background_actor	triage helper	B02	black-heart ridge	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B02_L005|B02_L006|B02_L007|B02_L008	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-99695bec8304	WC00993	Aeranorcoriaaelael993	supporting_actor	faction runner	B03	ash river	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B03_L005|B03_L006|B03_L007|B03_L008	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-4a3757755379	WC00994	Ashaelionion994	background_actor	wolf-road scout	B04	morrow market	Kyreal-pack	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B04_L005|B04_L006|B04_L007|B04_L008	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-80324288ff59	WC00995	Brenkelangalenel995	background_actor	glyph apprentice	B05	root vale	Xethrolund-glyph	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B05_004|B05_005|B05_006D|B05_006C	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-056912663207	WC00996	Aeranorianbellion996	background_actor	corridor child	B06	ripper tunnel	Pip-no-path	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B06_OP0001|B06_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-2b5c76ef82a0	WC00997	Aeranorevaraavel997	background_actor	field healer	B07	cello field	Mack-ground	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B07_OP0001	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-e7fad4a2f57b	WC00998	Ashaelionemberaen998	supporting_actor	cavern farmer	B08	blue-light road	Dervish-glass	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B08_OP0001|B08_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-67455d9a139f	WC00999	Aeranoremberdria999	background_actor	garden watcher	B09	xeth glyph yard	Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B09_OP0001|B09_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-12bbab7feed2	WC01000	Aerfiraiangroveelle1000	background_actor	stone archivist	B10	stone fen	Null-Heart	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B10_OP0001|B10_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-8741a6cb5674	WC01001	Aerindrafendria1001	background_actor	orchard guard	B11	pocket sanctuary	Iron-Song	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B11_OP0001|B11_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-b10b9bc51c27	WC01002	Aerdalenevaradria1002	background_actor	sonomancy listener	B12	glass orchard	Wren-Ash	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B12_OP0001|B12_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-bf38fe7691a4	WC01003	Aeranorianaelelle1003	supporting_actor	tunnel witness	B13	neith edge	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B13_OP0001|B13_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-849ebb0ec4ca	WC01004	Aerindraluthmossen1004	background_actor	threshold mason	B14	willow-stone county	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B14_OP0001|B14_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-f9bb53940d4c	WC01005	Ashaelionfiradion1005	background_actor	bookbinder	B15	last open gate	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B15_OP0001|B15_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-e36eb328bbad	WC01006	Ashaelionfiradria1006	background_actor	bridge keeper	B16	diamond breakland	Kyreal-pack	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B16_OP0001|B16_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-314a4bbc4d89	WC01007	Aeranorevarakelanen1007	background_actor	market singer	B17	black-heart ridge	Xethrolund-glyph	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B17_OP0001|B17_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-f09c84cd62c1	WC01008	Ashajoraanorluthel1008	supporting_actor	glass forge worker	B18	ash river	Pip-no-path	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B18_OP0001|B18_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-de372084f878	WC01009	Aerfiraamaraen1009	background_actor	ripper survivor	B19	morrow market	Mack-ground	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B19_OP0001|B19_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-e97abc811a09	WC01010	Brenkelaniven1010	background_actor	map seller	B20	root vale	Dervish-glass	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B20_OP0001|B20_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-4cd6370b35f0	WC01011	Aerindracoriaiel1011	background_actor	cellar cook	B21	ripper tunnel	Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B21_OP0001|B21_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-dcec25960c21	WC01012	Aeranorluthemberen1012	background_actor	triage helper	B22	cello field	Null-Heart	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B22_OP0001|B22_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-c9eb826846b7	WC01013	Aerfiraluthivydria1013	supporting_actor	faction runner	B23	blue-light road	Iron-Song	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B23_OP0001|B23_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-8e839a2354b6	WC01014	Ashagalenfirael1014	background_actor	wolf-road scout	B24	xeth glyph yard	Wren-Ash	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B24_OP0001|B24_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-042cf060ccff	WC01015	Ashagalenanordria1015	background_actor	glyph apprentice	B25	stone fen	Thorn-Vayne	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B25_OP0001|B25_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-7542d47ee96f	WC01016	Aeranorcoriaashelle1016	background_actor	corridor child	B26	pocket sanctuary	Marso-len	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B26_OP0001|B26_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
VAR-CANON-e7ba793c7207	WC01017	Aeranorianriverdion1017	background_actor	field healer	B27	glass orchard	Rolzen-line	averaged_background_story_orbit_aesthetic_origin_distance	development|introduction|relationship_consequence|return_or_resolution	4	B27_OP0001|B27_OP0002	ally|rival|kin|mentor|dependent|faction|creature|location|world_system	background_actor_remains_coherent_until_promoted	complete_world_role_map
