character_id	name	tier	volume	book_anchor	role	house_pressure	region	source_anchor	candidate_draws	selection_score	story_background_law	visual_spec	visual_status	identity_profile	pronouns	prose_treatment	identity_serial	adult_role_profile	role_prose_treatment	age_band	adult_role_eligibility	content_rating
WC01244	Ashajorafiraavel1244	background	V1	B23	threshold mason	Marso-len	willow-stone county	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-willow-stone county	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-cc68ee0435f2	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01245	Ashanaraanordion1245	story	V1	B24	bookbinder	Rolzen-line	last open gate	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-last open gate	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-acaa62609736	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01246	Aerindraamarbrinaen1246	recurring-background	V1	B25	bridge keeper	Kyreal-pack	diamond breakland	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-diamond breakland	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-f66bb307ca05	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01247	Aerdalenianashen1247	deep-background	V1	B26	market singer	Xethrolund-glyph	black-heart ridge	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-black-heart ridge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-794fc757953f	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01248	Ashanaraelle1248	support	V1	B27	glass forge worker	Pip-no-path	ash river	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-ash river	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-ac696f4fab88	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01249	Ashaavelbrookelle1249	background	V1	B28	ripper survivor	Mack-ground	morrow market	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-morrow market	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-4044d6689b22	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01250	Aerfiraianendariven1250	story	V1	B29	map seller	Dervish-glass	root vale	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-root vale	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-d1d0c9161b07	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01251	Aerindraemberdion1251	recurring-background	V1	B30	cellar cook	Vayne	ripper tunnel	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-ripper tunnel	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-4607cda76808	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01252	Aeranorianbrindria1252	deep-background	V1	B31	triage helper	Null-Heart	cello field	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-cello field	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-91bd372df896	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01253	Aeranorevaraendaren1253	support	V1	B32	faction runner	Iron-Song	blue-light road	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-blue-light road	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-fcd598991c5a	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01254	Ashaavelfenion1254	background	V1	B33	wolf-road scout	Wren-Ash	xeth glyph yard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-xeth glyph yard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-fadc4ae7b632	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01255	Brenbrinaveliel1255	story	V1	B01	glyph apprentice	Thorn-Vayne	stone fen	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-stone fen	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-4c20e9be9ab2	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01256	Aeranoramarashelle1256	recurring-background	V1	B02	corridor child	Marso-len	pocket sanctuary	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-pocket sanctuary	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-10b23d4cfdac	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01257	Aeranorluthiven1257	deep-background	V1	B03	field healer	Rolzen-line	glass orchard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-9258d76b3400	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01258	Aerfiraglassael1258	support	V1	B04	cavern farmer	Kyreal-pack	neith edge	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-neith edge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-2d23f9064393	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01259	Aerindraluthivyavel1259	background	V1	B05	garden watcher	Xethrolund-glyph	willow-stone county	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-willow-stone county	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-f5a5f1c49545	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01260	Aeranorcoriaaeliven1260	story	V1	B06	stone archivist	Pip-no-path	last open gate	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-last open gate	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-d81f3cf473d3	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01261	Aeranorianbrindion1261	recurring-background	V1	B07	orchard guard	Mack-ground	diamond breakland	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-diamond breakland	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-81673f7c0d0a	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01262	Aerfiraamaraelael1262	deep-background	V1	B08	sonomancy listener	Dervish-glass	black-heart ridge	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-black-heart ridge	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-f4fe2d1028c5	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01263	Caelamarbrinen1263	support	V1	B09	tunnel witness	Vayne	ash river	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-ash river	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-3b61b2ba7173	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01264	Aerindralarkael1264	background	V1	B10	threshold mason	Null-Heart	morrow market	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-morrow market	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-feb7948eeefa	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01265	Aerindrariverdion1265	story	V1	B11	bookbinder	Iron-Song	root vale	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-root vale	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-5460e958f69d	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01266	Aerdalenemberiel1266	recurring-background	V1	B12	bridge keeper	Wren-Ash	ripper tunnel	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-ripper tunnel	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-48ef1361c1c2	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01267	Aeranorcoriabrinen1267	deep-background	V1	B13	market singer	Thorn-Vayne	cello field	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-cello field	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-d831fb7a10bf	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01268	Aerdalenriverarel1268	support	V1	B14	glass forge worker	Marso-len	blue-light road	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-blue-light road	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-0b2ce8373fcb	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01269	Aeranorluthcairnaen1269	background	V1	B15	ripper survivor	Rolzen-line	xeth glyph yard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-xeth glyph yard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-7d503f70863b	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
