creature_id	species_name	base_form	primary_trait	secondary_trait	biome	danger_band	ecology_role	candidate_draws	selection_score	generation_law	visual_status
WR01639	Ashagalenashavel1639	ribbon serpent	horrific	beautiful	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01640	Aerfiraianforgeen1640	mirror lynx	diamond-scarred	glyph-touched	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01641	Ashaelionasharia1641	fern mantis	verdant	sanitized	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01642	Ashanaramaeloriven1642	marrow crane	beautiful	gross	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01643	Aerfiracoriahalorel1643	quartz ram	glyph-touched	resonant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01644	Aerfiracoriaael1644	song beetle	sanitized	chaotic	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01645	Aerfiraianemberdria1645	moth-deer	gross	weird	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01646	Aeranorbrookdion1646	root hound	resonant	unbrictionable	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01647	Aerfiracoriaemberen1647	glass heron	chaotic	elegant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01648	Aerfiraianbrinashel1648	basalt hare	weird	cello-woken	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01649	Aeranorianendardion1649	orchard eel	unbrictionable	unibreccianated	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01650	Ashajorafirael1650	lantern fox	elegant	horrific	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01651	Aerdalenluthbrinael1651	cinder elk	cello-woken	diamond-scarred	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01652	Aeranorhollowelle1652	moss bear	unibreccianated	verdant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01653	Aerindraemberiven1653	willow crab	horrific	beautiful	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01654	Aerdalenluthcrownen1654	stonefin bird	diamond-scarred	glyph-touched	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01655	Aerdalenbrookelle1655	thorn whale	verdant	sanitized	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01656	Aeranorevaraashelle1656	ash otter	beautiful	gross	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01657	Aerindracoriaion1657	ribbon serpent	glyph-touched	resonant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01658	Aeranorevaraashion1658	mirror lynx	sanitized	chaotic	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01659	Aerdalenglassel1659	fern mantis	gross	weird	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01660	Aerfiracoriagroveen1660	marrow crane	resonant	unbrictionable	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01661	Aerindraemberdion1661	quartz ram	chaotic	elegant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01662	Ashaavelanoriandion1662	song beetle	weird	cello-woken	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01663	Aerfirabrookelle1663	moth-deer	unbrictionable	unibreccianated	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01664	Aeranoramarhaloriel1664	root hound	elegant	horrific	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01665	Ashaaveldalenael1665	glass heron	cello-woken	diamond-scarred	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01666	Aerfiraluthbrinaria1666	basalt hare	unibreccianated	verdant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01667	Aermaelorfendion1667	orchard eel	horrific	beautiful	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01668	Aeranoremberen1668	lantern fox	diamond-scarred	glyph-touched	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01669	Aerindraluthhaloren1669	cinder elk	verdant	sanitized	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01670	Aerindrabelliel1670	moss bear	beautiful	gross	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01671	Aerfiraamardria1671	willow crab	glyph-touched	resonant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01672	Caelevaraion1672	stonefin bird	sanitized	chaotic	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01673	Ashaavelanoriel1673	thorn whale	gross	weird	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01674	Aeranorcoriaaria1674	ash otter	resonant	unbrictionable	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01675	Brenaelgalenion1675	ribbon serpent	chaotic	elegant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01676	Aeranorluthashiven1676	mirror lynx	weird	cello-woken	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01677	Caelluthendaravelel1677	fern mantis	unbrictionable	unibreccianated	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01678	Ashaelionael1678	marrow crane	elegant	horrific	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01679	Aerdalenorcharddria1679	quartz ram	cello-woken	diamond-scarred	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01680	Aeranorevaraivydion1680	song beetle	unibreccianated	verdant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01681	Aerfiraevarabrookel1681	moth-deer	horrific	beautiful	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01682	Aerdalencoriaivyen1682	root hound	diamond-scarred	glyph-touched	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01683	Aeranoramarfendion1683	glass heron	verdant	sanitized	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01684	Aeranorivydion1684	basalt hare	beautiful	gross	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01685	Ashagalencairnaen1685	orchard eel	glyph-touched	resonant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01686	Ashagalendalenel1686	lantern fox	sanitized	chaotic	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01687	Aerdalenglassaria1687	cinder elk	gross	weird	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01688	Ashajoraarel1688	moss bear	resonant	unbrictionable	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01689	Aeranoriankelanavel1689	willow crab	chaotic	elegant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01690	Ashagalenmaeloraen1690	stonefin bird	weird	cello-woken	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01691	Ashanaraashaen1691	thorn whale	unbrictionable	unibreccianated	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01692	Caelamarkelanarel1692	ash otter	elegant	horrific	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01693	Caelcoriahaloren1693	ribbon serpent	cello-woken	diamond-scarred	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01694	Aerfirafeniven1694	mirror lynx	unibreccianated	verdant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01695	Ashaelionindraaria1695	fern mantis	horrific	beautiful	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01696	Ashaavelanorelle1696	marrow crane	diamond-scarred	glyph-touched	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01697	Aerdalenianmarrowen1697	quartz ram	verdant	sanitized	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01698	Aerfiraiankelandion1698	song beetle	beautiful	gross	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01699	Aerfiraluthmiredria1699	moth-deer	glyph-touched	resonant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01700	Aeranoramarivyarel1700	root hound	sanitized	chaotic	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01701	Aerfiraamaraeliel1701	glass heron	gross	weird	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01702	Aermaelorevaraion1702	basalt hare	resonant	unbrictionable	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01703	Aeranorluthaelel1703	orchard eel	chaotic	elegant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01704	Aerfiraemberaria1704	lantern fox	weird	cello-woken	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01705	Aeranorforgeelle1705	cinder elk	unbrictionable	unibreccianated	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01706	Aermaelorevaraaelen1706	moss bear	elegant	horrific	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01707	Aermaeloramarlarken1707	willow crab	cello-woken	diamond-scarred	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01708	Brenhalorasharia1708	stonefin bird	unibreccianated	verdant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01709	Ashagalenriverel1709	thorn whale	horrific	beautiful	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01710	Ashaavelfiraianen1710	ash otter	diamond-scarred	glyph-touched	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01711	Ashaelionfiraiel1711	ribbon serpent	verdant	sanitized	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01712	Aerdalenorchardiel1712	mirror lynx	beautiful	gross	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01713	Aeranoramaraeldion1713	fern mantis	glyph-touched	resonant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01714	Aerfiraamarbrinarel1714	marrow crane	sanitized	chaotic	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01715	Brenhalordria1715	quartz ram	gross	weird	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01716	Ashaelionorchardael1716	song beetle	resonant	unbrictionable	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01717	Aerdalenianfenavel1717	moth-deer	chaotic	elegant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01718	Aeranoramarkelanion1718	root hound	weird	cello-woken	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01719	Aerfirafenion1719	glass heron	unbrictionable	unibreccianated	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01720	Brenaelelionion1720	basalt hare	elegant	horrific	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01721	Aerindraianivyarel1721	orchard eel	cello-woken	diamond-scarred	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01722	Ashanaraanorianiel1722	lantern fox	unibreccianated	verdant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01723	Aerindraluthendaren1723	cinder elk	horrific	beautiful	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01724	Aerfiraevaraashelle1724	moss bear	diamond-scarred	glyph-touched	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01725	Aerindraluthbelliel1725	willow crab	verdant	sanitized	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR01726	Ashaavelfiraianaen1726	stonefin bird	beautiful	gross	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
